reviewText,classification
It's hard to believe how affordable digital has become. 32 GB in a device one quarter the sie of postage stamp would have been science fiction less than a generation ago.I picked this up for portable music when I didn't want to schlep (or risk) a phone or iPod. Works great with all SD card readers.Select with confidence.,5
Works great as advertised.  No problem with formatting or anything.  Appears to be class 10 as advertised.  Thanks a bunch!,5
"This will work on an I717 note, just need to know how to get it to work,they say that the note can only go up to 32 gigs but that is not accurateI got this one to work on the note 1just format this with your computer with fat32 32kband presto you now have a lot of space for whatever you wishjust download the free version of easy US partition master and format the card using the settingsFAT32 with 32kbit worked for me",5
Picked up a couple of these to put in the Nabi2 Android tablets.  They work just fine expanding the memory to store movies.  Haven't had any hiccups at all.,5
"Works great, low cost, fast, and the bright red makes it easier to find when it gets dropped or misplaced. SanDisk is usually my go to brand for removable media.",5
"Easy to use, no thought necessary and plenty of storage for movies to use on my Microsoft Surface Pro 2",5
This is pretty cheap I wish the 64GB one had been on sale but this one was priced at about 11 dollars so I can't argue. I have this in my Nokia Lumia 1520 and there is no lag I love this card should have purchased more.,5
Nice to be able to stuff 20GB of music and movie files on my phone. And still have room to take lots of photos and video.,5
I know after I buy SanDisk I can be confident that I have a fast and reliable product. Has worked great in my netbook for a few minutes now,5
Shipped fast and worked really well!  I use this just in case I have to take a lot of photos! Loads fast!,5
"I got several of these for my tablet.. So far I am very happy.. Actually I have one in my phone, one in my tablet, and one as a backup for traveling.. So far they have been great for me...",5
It's amazing to have a 128gb micro sd. Works with my Samsung Note2. I am using it on my YOGA 2 Pro with modified nifty minidrive,5
"I saw the difference between this and another of 4gb that came with my digital camera, it's really faster than the other.Now I'm using it in my smartphone without any problems so far.",5
I bought the 32 gb and 16 gb versions to backup photes to my Galaxy Tab 2 while travelling. It works very well an dallows me to view/edit pictures while on the road. It is my primary photo backup system while on the road. The micro SD card is much more secure and less likely to be damaged than a hard drive while travelling.,5
"I mean we all know SadDisk, leaders in micro memory card manufacturing.  Usually $50 got it for $35! Unbeatable. Yes!",5
I have used my memory cards for shooting video with GoPro cameras and pictures with my Canon Digital SLR.  I have never had an issue and continue to use these memory cards in all of my cameras.,5
It works and will give me much more room for music on my samsung galaxy s4!! I will also be able to use this on future phones which is another plus!,5
"I purchased this MicroSD card to record extended 1080p videos and it has worked flawlessly. Camera did not immediately recognize the card, but going into the settings and selecting format solved the problem.",5
I never faced any issues ...so far..so good. It works well with my tablet. It is super fast and reliable.,5
I bought 2 of these one for my phone and the opther for my tablet. you cannever have enough memory,5
This product is great my phone doesnt lock up anymore. I was wondering what a class 10 was and i found out that it means it runs faster than the normal black micro sd card (most are a class 1 or 2) that your smart phone comes with..this card makes a difference in how fast i can get on the internet to...,5
I use this in my surface RT to store movies etc for the kids and be sure that it wont be tampered with,5
"I bought this for my Samsung Note 3 so I could store my entire music library on my phone. All I had to do was pop the cover, and put it in the microSD slot, and it worked perfectly! My phone now has 96GB of storage. Take that iPhone!",5
